Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species
OP609792,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human
OP609793,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human
OP609794,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human
OP609795,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human
OP609796,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human
OP609797,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human
OP609798,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human
OP617270,West Nile virus,Turkey,,,,homo sapiens,2018,"    Direct Submission
  ",human
JN858069,West Nile virus,Italy,,,urine from infected transplant                     recipient,homo sapiens; age: 48; sex: male,40787,"    Direct Submission
  ",human
AF260967,West Nile virus,USA,NY,,,horse,1999,"    Complete genomic sequence of West Nile virus equine isolate New
            York 1999
  ",other_species
DQ080071,,,FL,Sumter Co.,,horse,2002,,other_species
JF719069,West Nile virus,Spain,,,brain,horse,40391,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",other_species
MW420987,West Nile virus,Brazil, Piaui,,red blood cells,horse,44064,"    Direct Submission
  ",other_species
MW420988,West Nile virus,Brazil, Sao Paulo,,red blood cells,horse,43676,"    Direct Submission
  ",other_species
MW420989,West Nile virus,Brazil, Minas Gerais,,red blood cells,horse,43292,"    Direct Submission
  ",other_species
OQ689696,West Nile virus,Italy, Sicily,,,horse,44855,"    Direct Submission
  ",other_species
OQ689697,West Nile virus,Italy, Sicily,,,horse,44846,"    Direct Submission
  ",other_species
KJ501341,,,,,,house finch,2005,,bird
KJ501399,,,,,,house finch,2002,,bird
W129,,,CA,LosAngeles,,house finch,39675,,bird
W133,,,CA,Kern,,house finch,39982,,bird
W266,,,CA,Kern,,house finch,38565,,bird
W281,,,CA,Kern,,house finch,38946,,bird
W304,,,CA,Kern,,house finch,39978,,bird
W317,,,CA,Kern,,house finch,40382,,bird
W753,,,CA,Yolo,,house finch,41505,,bird
W791,,,CA,Sacramento,,house finch,38565,,bird
W808,,,CA,Sacramento,,house finch,39287,,bird
KJ501400,,,,,,house sparrow,2002,,bird
KJ501479,,,,,,house sparrow,2002,,bird
W138,,,CA,Stanislaus,,house sparrow,40389,,bird
W264,,,CA,Kern,,house sparrow,38559,,bird
W269,,,CA,Kern,,house sparrow,38583,,bird
W279,,,CA,Kern,,house sparrow,38943,,bird
W308,,,CA,Kern,,house sparrow,39988,,bird
W310,,,CA,Kern,,house sparrow,40007,,bird
W312,,,CA,Kern,,house sparrow,40365,,bird
W318,,,CA,Kern,,house sparrow,40385,,bird
AF202541,,,NY,,,human,1999,,human
AF533540,,,NY,,,human,2001,,human
AY289214,West Nile virus,USA,TX,Beaumont,,human,2002,"    Characterization of a West Nile virus isolate from a human on the
            Gulf Coast of Texas
  ",human
DQ164197,West Nile virus,USA, GA,,,human  brain,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human
AY795965,West Nile virus,,MI,,,human  plasma,2002,,human
DQ005530,West Nile virus,USA,UT,,,human  plasma,2003,,human
DQ164196,West Nile virus,USA, GA,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human
DQ164198,West Nile virus,USA, TX,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human
DQ164199,West Nile virus,USA, TX,,,human  plasma,2003,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human
DQ164200,West Nile virus,USA, IN,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human
DQ164201,West Nile virus,USA, AZ,,,human  plasma,2004,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human
DQ164202,West Nile virus,USA, OH,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human
DQ164205,West Nile virus,USA, TX,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human
DQ431693,,,TX,,,human  plasma,2003,,human
DQ431694,,,TX,,,human  plasma,2003,,human
DQ431695,,,IL,,,human  plasma,2003,,human
DQ431696,,,WI,,,human  plasma,2003,,human
DQ431697,,,FL,,,human  plasma,2003,,human
DQ431698,,,FL,,,human  plasma,2003,,human
DQ431699,,,FL,,,human  plasma,2003,,human
DQ431700,,,CA,,,human  plasma,2004,,human
DQ431701,,,CO,,,human  plasma,2004,,human
DQ431702,,,CO,,,human  plasma,2004,,human
DQ431703,,,CO,,,human  plasma,2004,,human
DQ431704,,,CO,,,human  plasma,2004,,human
DQ431705,,,ND,,,human  plasma,2004,,human
DQ431706,,,NM,,,human  plasma,2004,,human
DQ431707,,,NM,,,human  plasma,2004,,human
DQ431708,,,CA,,,human  plasma,2004,,human
DQ431709,,,CA,,,human  plasma,2004,,human
DQ431710,,,CA,,,human  plasma,2004,,human
DQ431711,,,AZ,,,human  plasma,2004,,human
DQ431712,,,AZ,,,human  plasma,2004,,human
DQ666448,West Nile virus,USA,AZ,,,human  plasma,2004,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human
DQ666449,West Nile virus,USA,TX,,,human  plasma,2005,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human
DQ666450,West Nile virus,USA,TX,,,human  plasma,2005,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human
DQ666451,West Nile virus,USA,AZ,,,human  plasma,2005,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human
DQ666452,West Nile virus,USA,SD,,,human  plasma,2005,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human
DQ377178,West Nile virus,Russia,,,,hyalomma marginatum,,"    West Nile virus isolate Ast02-2-26 complete genome sequence
  ",mosquito
DQ411030,West Nile virus,Russia,,,,hyalomma marginatum,,"    Direct Submission
  ",mosquito
KJ501427,West Nile virus,USA,TX,,kidney and spleen,ictinia mississippiensis,2002,"    Direct Submission
  ",bird
JF719065,West Nile virus,Italy,,,,jay,39722,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",bird
JF719068,West Nile virus,Italy,,,,jay,40087,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",bird
PP104382,West Nile virus,Italy, Veneto,,,jay,45147,"    Direct Submission
  ",bird
W017,,,CA,SanDiego,,jaybird,39160,,bird
KJ501470,West Nile virus,USA,SD,,"kidney, spleen, and heart",larus delawarensis,2003,"    Direct Submission
  ",bird
KX547202,West Nile virus,USA,NY, Niagara county,,larus delawarensis,38256,"    Direct Submission
  ",bird
OP609799,West Nile virus,Italy,,,,larus michahellis,44743,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird
KJ501500,West Nile virus,USA,MD,,brain,larus smithsonianus,2009,"    Direct Submission
  ",bird
KJ501253,,,,,,least tern,2008,,bird
KJ501258,,,,,,least tern,2007,,bird
KJ501259,,,,,,least tern,2008,,bird
KJ501418,,,,,,least tern,2008,,bird
KJ501523,,,,,,least tern,2006,,bird
KJ501526,,,,,,least tern,2006,,bird
KJ145832,,,,,,lorii,2007,,bird
HM756677,West Nile virus,USA,NM,,kidney,loriidae sp. (loriinae subfamily),2005,"    Direct Submission
  ",other_species
KJ501310,West Nile virus,USA,MS,,kidney and spleen,loriini,2002,"    Direct Submission
  ",bird
DQ080059,,,CA,Sacramento,,magpie,2003,,bird
DQ164203,West Nile virus,USA, CO,,,magpie,2003,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",bird
JF719066,West Nile virus,Italy,,,,magpie,39692,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",bird
W0920,,,WA,Grant,,magpie,2015,,bird
W0921,,,WA,Kittitas,,magpie,2015,,bird
HM488124,West Nile virus,,,,cell supernatant,mesocricetus auratus,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",other_species
DQ080062,,,LA,,,mosquito,2002,,mosquito
JN819311,West Nile virus,,,,cell supernatant,mosquito,,"    Direct Submission
  ",mosquito
JN819312,West Nile virus,,,,cell supernatant,mosquito,,"    Direct Submission
  ",mosquito
JN819313,West Nile virus,,,,cell supernatant,mosquito,,"    Direct Submission
  ",mosquito
KJ501126,West Nile virus,USA,,,mosquito pool,mosquito,2007,"    Direct Submission
  ",mosquito
KJ501127,West Nile virus,USA,,,mosquito pool,mosquito,2008,"    Direct Submission
  ",mosquito
KJ501531,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  ",mosquito
KJ501532,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  ",mosquito
KJ501533,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  ",mosquito
KJ501534,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito
KJ501535,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito
KJ501536,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito
KJ501537,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito
KJ501538,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito
KJ501539,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito
MH166884,West Nile virus,USA,VA, Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166885,West Nile virus,USA,VA, Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166886,West Nile virus,USA,VA, Norfolk County,,mosquito,2001,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166887,West Nile virus,USA,VA, Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166888,West Nile virus,USA,VA, Norfolk County,,mosquito,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166889,West Nile virus,USA,VA, Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166890,West Nile virus,USA,VA, Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166891,West Nile virus,USA,VA, Norfolk County,,mosquito,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166892,West Nile virus,USA,VA, Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166893,West Nile virus,USA,VA, Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166894,West Nile virus,USA,VA, Norfolk County,,mosquito,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166895,West Nile virus,USA,VA, Norfolk County,,mosquito,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166896,West Nile virus,USA,VA, Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166897,West Nile virus,USA,VA, Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166898,West Nile virus,USA,VA, Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166899,West Nile virus,USA,VA, Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166900,West Nile virus,USA,VA, Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166902,West Nile virus,USA,VA, Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166906,West Nile virus,USA,VA, Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166907,West Nile virus,USA,VA, Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166908,West Nile virus,USA,VA, Norfolk County,,mosquito,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166909,West Nile virus,USA,VA, Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166910,West Nile virus,USA,VA, Norfolk County,,mosquito,2006,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166911,West Nile virus,USA,VA, Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166912,West Nile virus,USA,VA, Norfolk County,,mosquito,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166913,West Nile virus,USA,VA, Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166914,West Nile virus,USA,VA, Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166915,West Nile virus,USA,VA, Norfolk County,,mosquito,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166916,West Nile virus,USA,VA, Norfolk County,,mosquito,2010,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166917,West Nile virus,USA,VA, Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166918,West Nile virus,USA,VA, Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166919,West Nile virus,USA,VA, Norfolk County,,mosquito,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166920,West Nile virus,USA,VA, Norfolk County,,mosquito,2009,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH166921,West Nile virus,USA,VA, Norfolk County,,mosquito,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
AY712945,West Nile virus,USA,TX,,,mourning dove,,"    Emergence of attenuated West Nile virus variants in Texas, 2003
  ",bird
GU828003,,,TX,Jefferson County,,mourning dove,2003,,bird
KC407667,West Nile virus,Spain,,,,mouse,2007,"    Strain specific autophagic response in cells infected with the West
            Nile and Usustu flaviviruses
  ",other_species
HQ671668,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671669,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671670,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671671,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671672,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671673,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671676,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671677,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671678,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671679,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species
HQ671681,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671682,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ671683,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
HQ671685,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
HQ671686,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
HQ671732,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
HQ705663,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
HQ705676,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species
HQ891012,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species
JF357958,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
JF357959,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
JF730040,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species
JF730041,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
JF784158,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species
JF899530,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species
JF899531,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species
JF899533,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
JF899534,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
JF899535,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
JF899536,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
JF899537,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species
DQ080061,,,LA,,,northern cardinal,2004,,bird
JF415916,West Nile virus,USA,TX,,,northern mockingbird,2006,"    Evolution of new genotype of West Nile virus in North America
  ",bird
KJ501493,,,,,,northern mockingbird,2001,,bird
KJ786935,West Nile virus,USA,TX, Houston,,northern mockingbird,41143,"    Evidence for Co-evolution of West Nile Virus and House Sparrows in
            North America
  ",bird
W127,,,CA,SanBernardino,,northern mockingbird,39671,,bird
W135,,,CA,Stanislaus,,northern mockingbird,40060,,bird
W737,,,CA,Sacramento,,northern mockingbird,40778,,bird
W789,,,CA,Sacramento,,northern mockingbird,38554,,bird
W128,,,CA,Calaveras,,oak titmouse,39672,,bird
W0973,,,NH,Hillsborough,,oc. canadensis,43334,,other_species
HM488135,West Nile virus,USA,CT,,cell supernatant,ochlerotatus cantator,2001,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488149,West Nile virus,USA,CT,,cell supernatant,ochlerotatus cantator,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488134,West Nile virus,USA,CT,,cell supernatant,ochlerotatus sollicitans,2001,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488172,West Nile virus,USA,CT,,cell supernatant,ochlerotatus sticticus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488209,West Nile virus,USA,CT,,cell supernatant,ochlerotatus sticticus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488117,West Nile virus,USA,CT,,cell supernatant,ochlerotatus triseriatus,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488142,West Nile virus,USA,CT,,cell supernatant,ochlerotatus triseriatus,2004,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM756648,West Nile virus,USA,CT,,cell supernatant,ochlerotatus trivittatus,2002,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM756651,West Nile virus,USA,CT,,cell supernatant,ochlerotatus trivittatus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
JX041628,West Nile virus,Azerbaijan,,,,ornithodoros capensis,1970,"    Direct Submission
  ",other_species
KJ501369,West Nile virus,USA,,,kidney and spleen,passer domesticus,2002,"    Direct Submission
  ",bird
KJ501411,West Nile virus,USA,,,liver and spleen,passer domesticus,2008,"    Direct Submission
  ",bird
KJ501412,West Nile virus,USA,NE,,liver and spleen,passer domesticus,2008,"    Direct Submission
  ",bird
KJ501498,West Nile virus,USA,,,kidney and spleen,passer domesticus,2003,"    Direct Submission
  ",bird
KX547228,West Nile virus,USA,NY, Richmond county,,passer domesticus,37509,"    Direct Submission
  ",bird
KX547232,West Nile virus,USA,NY, Richmond county,,passer domesticus,38229,"    Direct Submission
  ",bird
KX547261,West Nile virus,USA,NY, Queens county,,passer domesticus,37503,"    Direct Submission
  ",bird
KX547287,West Nile virus,USA,NY, New York county,,passer domesticus,37893,"    Direct Submission
  ",bird
KX547367,West Nile virus,USA,NY, Richmond county,,passer domesticus,38919,"    Direct Submission
  ",bird
KX547400,West Nile virus,USA,NY, Queens county,,passer domesticus,38959,"    Direct Submission
  ",bird
KX547441,West Nile virus,USA,NY, Suffolk county,,passer domesticus,38580,"    Direct Submission
  ",bird
KX547530,West Nile virus,USA,NY, Dutchess county,,passer domesticus,38625,"    Direct Submission
  ",bird
OP609800,West Nile virus,Italy,,,,passer domesticus,44746,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird
KJ501285,West Nile virus,USA,WI,,brain,pelecanus,2002,"    Direct Submission
  ",bird
KJ501267,West Nile virus,USA,NV,,brain,pelecanus erythrorhynchos,2005,"    Direct Submission
  ",bird
KJ501308,West Nile virus,USA,MN,,brain,pelecanus erythrorhynchos,2010,"    Direct Submission
  ",bird
KJ501326,West Nile virus,USA,MT,,feather,pelecanus erythrorhynchos,2003,"    Direct Submission
  ",bird
KJ501415,West Nile virus,USA,,,feather pulp,pelecanus erythrorhynchos,2006,"    Direct Submission
  ",bird
KJ501420,West Nile virus,USA,,,feather pulp,pelecanus erythrorhynchos,2004,"    Direct Submission
  ",bird
KJ501421,West Nile virus,USA,SD,,feather pulp,pelecanus erythrorhynchos,2004,"    Direct Submission
  ",bird
KJ501422,West Nile virus,USA,SD,,feather pulp,pelecanus erythrorhynchos,2004,"    Direct Submission
  ",bird
KJ501423,West Nile virus,USA,SD,,feather pulp,pelecanus erythrorhynchos,2004,"    Direct Submission
  ",bird
KJ501424,West Nile virus,USA,SD,,feather pulp,pelecanus erythrorhynchos,2007,"    Direct Submission
  ",bird
KJ501425,West Nile virus,USA,SD,,feather pulp,pelecanus erythrorhynchos,2007,"    Direct Submission
  ",bird
KJ501429,West Nile virus,USA,WI,,feather pulp,pelecanus erythrorhynchos,2006,"    Direct Submission
  ",bird
KJ501430,West Nile virus,USA,WI,,feather pulp,pelecanus erythrorhynchos,2006,"    Direct Submission
  ",bird
KJ501431,West Nile virus,USA,WI,,feather pulp,pelecanus erythrorhynchos,2006,"    Direct Submission
  ",bird
KJ501434,West Nile virus,USA,MT,,feather,pelecanus erythrorhynchos,2012,"    Direct Submission
  ",bird
KJ501507,West Nile virus,USA,SD,,kidney and spleen,pelecanus erythrorhynchos,2001,"    Direct Submission
  ",bird
KJ501529,West Nile virus,USA,WI,,feather pulp,pelecanus erythrorhynchos,2006,"    Direct Submission
  ",bird
KJ501428,West Nile virus,USA,CA,,kidney and spleen,phalacrocorax auritus,2006,"    Direct Submission
  ",bird
DQ377180,West Nile virus,Russia,,,,phalacrocorax carbo,,"    West Nile virus isolate Ast02-3-208 complete genome sequence
  ",bird
DQ411029,West Nile virus,Russia,,,,phalacrocorax carbo,,"    Direct Submission
  ",bird
DQ411033,West Nile virus,Russia,,,,phalacrocorax carbo,,"    Direct Submission
  ",bird
DQ374650,West Nile virus,Russia,,,,phalacrocorax carbo (l.).,,"    Direct Submission
  ",bird
MH170234,West Nile virus,USA, CO, Fort Collins (80526),bird,pica hudsonia,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
DQ374651,West Nile virus,Russia,,,,pica pica,,"    Direct Submission
  ",bird
KJ501476,West Nile virus,USA,KS,,kidney and spleen,pica pica,2002,"    Direct Submission
  ",bird
OP609803,West Nile virus,Italy,,,,pica pica,44756,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird
OP609807,West Nile virus,Italy,,,,pica pica,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird
OP609808,West Nile virus,Italy,,,,pica pica,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird
KJ501416,,,,,,piping plover,2006,,bird
HM488242,West Nile virus,USA,NY,,black-capped chickadee brain,poecile atricapilla,2008,"    Direct Submission
  ",bird
W0974,,,NH,Hillsborough,,ps. ferox,43334,,mosquito
HM488146,West Nile virus,USA,CT,,cell supernatant,psorophora ferox,2004,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
MK352483,West Nile virus,USA,DC,,,psorophora sp.,2018,"    Direct Submission
  ",mosquito
KX547233,West Nile virus,USA,NY, Richmond county,,quiscalus quiscula,39282,"    Direct Submission
  ",bird
KX547249,West Nile virus,USA,NY, Queens county,,quiscalus quiscula,38245,"    Direct Submission
  ",bird
KX547423,West Nile virus,USA,NY, Richmond county,,quiscalus quiscula,38184,"    Direct Submission
  ",bird
KX547596,West Nile virus,USA,NY, Suffolk county,,quiscalus quiscula,38575,"    Direct Submission
  ",bird
W074,,,CA,SanDiego,,raven,41991,,bird
W075,,,CA,SanDiego,,raven,41991,,bird
W277,,,CA,Kern,,raven,38932,,bird
W547,,,CA,SanDiego,,raven,41991,,bird
W548,,,CA,SanDiego,,raven,41989,,bird
KJ501306,,,,,,red headed tanager,2002,,bird
KJ501374,,,,,,red headed tanager,2001,,bird
KJ501486,,,,,,red headed tanager,2001,,bird
KJ501515,,,,,,red headed tanager,2001,,bird
W042,,,CA,SanDiego,,red shouldered hawk,39833,,bird
