Name,ecotype_number,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
KX547371,84,West Nile virus,USA,NY,Jefferson county,,corvus brachyrhynchos,39345,"    Direct Submission
  ",bird,American Crow
KX547372,69,West Nile virus,USA,NY,Suffolk county,,corvus brachyrhynchos,40038,"    Direct Submission
  ",bird,American Crow
KX547373,67,West Nile virus,USA,NY,Niagara county,,corvus brachyrhynchos,40086,"    Direct Submission
  ",bird,American Crow
KX547374,83,West Nile virus,USA,NY,Orange county,,culex sp.,37491,"    Direct Submission
  ",mosquito,Culex
KX547375,15,West Nile virus,USA,NY,Oswego county,,culiseta sp.,40794,"    Direct Submission
  ",mosquito,Culiseta
KX547376,64,West Nile virus,USA,NY,Erie county,,culex sp.,40437,"    Direct Submission
  ",mosquito,Culex
KX547377,50,West Nile virus,USA,NY,Nassau county,,culex sp.,38554,"    Direct Submission
  ",mosquito,Culex
KX547378,98,West Nile virus,USA,NY,Suffolk county,,culex sp.,37510,"    Direct Submission
  ",mosquito,Culex
KX547379,25,West Nile virus,USA,NY,Suffolk county,,culex sp.,38258,"    Direct Submission
  ",mosquito,Culex
KX547380,73,West Nile virus,USA,NY,Erie county,,culex sp.,41101,"    Direct Submission
  ",mosquito,Culex
KX547381,82,West Nile virus,USA,NY,Putnam county,,cyanocitta cristata,37897,"    Direct Submission
  ",bird,Blue Jay
KX547382,86,West Nile virus,USA,NY,Richmond county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird,Blue Jay
KX547383,83,West Nile virus,USA,NY,Rockland county,,culex sp.,37533,"    Direct Submission
  ",mosquito,Culex
KX547384,82,West Nile virus,USA,NY,Richmond county,,carpodacus mexicanus,38936,"    Direct Submission
  ",bird,Passeriformes
KX547385,86,West Nile virus,USA,NY,Richmond county,,cyanocitta cristata,38925,"    Direct Submission
  ",bird,Blue Jay
KX547386,92,West Nile virus,USA,NY,Rockland county,,culex sp.,36728,"    Direct Submission
  ",mosquito,Culex
KX547387,1,West Nile virus,USA,NY,Chautauqua county,,aedes sp.,38951,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547388,19,West Nile virus,USA,NY,Suffolk county,,culex sp.,40416,"    Direct Submission
  ",mosquito,Culex
KX547389,80,West Nile virus,USA,NY,Suffolk county,,culiseta sp.,41159,"    Direct Submission
  ",mosquito,Culiseta
KX547391,60,West Nile virus,USA,NY,Erie county,,culex sp.,40415,"    Direct Submission
  ",mosquito,Culex
KX547392,52,West Nile virus,USA,NY,Erie county,,culex sp.,39302,"    Direct Submission
  ",mosquito,Culex
KX547393,98,West Nile virus,USA,NY,Suffolk county,,culex sp.,37474,"    Direct Submission
  ",mosquito,Culex
KX547394,56,West Nile virus,USA,NY,Suffolk county,,coquillettidia sp.,38930,"    Direct Submission
  ",mosquito,Psorophora and Coquillettidia
KX547395,97,West Nile virus,USA,NY,Suffolk county,,culex sp.,36769,"    Direct Submission
  ",mosquito,Culex
KX547396,52,West Nile virus,USA,NY,Rockland county,,culex sp.,38611,"    Direct Submission
  ",mosquito,Culex
KX547397,25,West Nile virus,USA,NY,Rensselaer county,,corvus brachyrhynchos,38594,"    Direct Submission
  ",bird,American Crow
KX547398,83,West Nile virus,USA,NY,Madison county,,corvus brachyrhynchos,37491,"    Direct Submission
  ",bird,American Crow
KX547399,82,West Nile virus,USA,NY,Suffolk county,,culex sp.,39331,"    Direct Submission
  ",mosquito,Culex
KX547400,83,West Nile virus,USA,NY,Queens county,,passer domesticus,38959,"    Direct Submission
  ",bird,Passeriformes
KX547401,20,West Nile virus,USA,NY,Suffolk county,,culex sp.,39707,"    Direct Submission
  ",mosquito,Culex
KX547402,86,West Nile virus,USA,NY,Onondaga county,,culex sp.,37517,"    Direct Submission
  ",mosquito,Culex
KX547403,82,West Nile virus,USA,NY,Onondaga county,,corvus brachyrhynchos,38127,"    Direct Submission
  ",bird,American Crow
KX547404,82,West Nile virus,USA,NY,Albany county,,corvus brachyrhynchos,39678,"    Direct Submission
  ",bird,American Crow
KX547405,86,West Nile virus,USA,NY,Tompkins county,,corvus brachyrhynchos,37842,"    Direct Submission
  ",bird,American Crow
KX547406,50,West Nile virus,USA,NY,Nassau county,,culex sp.,40081,"    Direct Submission
  ",mosquito,Culex
KX547407,69,West Nile virus,USA,NY,Suffolk county,,cyanocitta cristata,40052,"    Direct Submission
  ",bird,Blue Jay
KX547408,84,West Nile virus,USA,NY,Erie county,,culex sp.,38243,"    Direct Submission
  ",mosquito,Culex
KX547409,84,West Nile virus,USA,NY,Putnam county,,corvus brachyrhynchos,37874,"    Direct Submission
  ",bird,American Crow
KX547410,59,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41120,"    Direct Submission
  ",mosquito,Culiseta
KX547411,87,West Nile virus,USA,NY,Rockland county,,culex sp.,37812,"    Direct Submission
  ",mosquito,Culex
KX547413,18,West Nile virus,USA,NY,Otsego county,,corvus brachyrhynchos,38566,"    Direct Submission
  ",bird,American Crow
KX547414,91,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37509,"    Direct Submission
  ",mosquito,Culiseta
KX547415,86,West Nile virus,USA,NY,Monroe county,,corvus brachyrhynchos,38196,"    Direct Submission
  ",bird,American Crow
KX547416,83,West Nile virus,USA,NY,Onondaga county,,coquillettidia sp.,40759,"    Direct Submission
  ",mosquito,Psorophora and Coquillettidia
KX547417,73,West Nile virus,USA,NY,Rockland county,,culex sp.,40746,"    Direct Submission
  ",mosquito,Culex
KX547418,58,West Nile virus,USA,NY,St. Lawrence county,,aedes sp.,41137,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547419,83,West Nile virus,USA,NY,Dutchess county,,corvus brachyrhynchos,39317,"    Direct Submission
  ",bird,American Crow
KX547420,56,West Nile virus,USA,NY,Suffolk county,,cyanocitta cristata,38926,"    Direct Submission
  ",bird,Blue Jay
KX547421,18,West Nile virus,USA,NY,Steuben county,,corvus brachyrhynchos,37483,"    Direct Submission
  ",bird,American Crow
KX547422,18,West Nile virus,USA,NY,Queens county,,cyanocitta cristata,37897,"    Direct Submission
  ",bird,Blue Jay
KX547423,18,West Nile virus,USA,NY,Richmond county,,quiscalus quiscula,38184,"    Direct Submission
  ",bird,Passeriformes
KX547424,75,West Nile virus,USA,NY,Onondaga county,,corvus brachyrhynchos,39273,"    Direct Submission
  ",bird,American Crow
KX547425,69,West Nile virus,USA,NY,Suffolk county,,cyanocitta cristata,40065,"    Direct Submission
  ",bird,Blue Jay
KX547426,25,West Nile virus,USA,NY,Onondaga county,,culex sp.,39302,"    Direct Submission
  ",mosquito,Culex
KX547427,84,West Nile virus,USA,NY,Chautauqua county,,cyanocitta cristata,38160,"    Direct Submission
  ",bird,Blue Jay
KX547428,91,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37525,"    Direct Submission
  ",mosquito,Culiseta
KX547429,53,West Nile virus,USA,NY,Weschester county,,anopheles sp.,37483,"    Direct Submission
  ",mosquito,Anopheles
KX547430,50,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,40043,"    Direct Submission
  ",mosquito,Culiseta
KX547431,71,West Nile virus,USA,NY,Niagara county,,culex sp.,38946,"    Direct Submission
  ",mosquito,Culex
KX547432,53,West Nile virus,USA,NY,Suffolk county,,coquillettidia sp.,38939,"    Direct Submission
  ",mosquito,Psorophora and Coquillettidia
KX547434,88,West Nile virus,USA,NY,Rockland county,,culex sp.,40067,"    Direct Submission
  ",mosquito,Culex
KX547435,86,West Nile virus,USA,NY,Kings county,,corvus brachyrhynchos,38947,"    Direct Submission
  ",bird,American Crow
KX547436,18,West Nile virus,USA,NY,Erie county,,culex sp.,39699,"    Direct Submission
  ",mosquito,Culex
KX547437,83,West Nile virus,USA,NY,Suffolk county,,culex sp.,37831,"    Direct Submission
  ",mosquito,Culex
KX547438,80,West Nile virus,USA,NY,Onondaga county,,culex sp.,40765,"    Direct Submission
  ",mosquito,Culex
KX547439,84,West Nile virus,USA,NY,Niagara county,,corvus brachyrhynchos,37847,"    Direct Submission
  ",bird,American Crow
KX547440,20,West Nile virus,USA,NY,Suffolk county,,corvus brachyrhynchos,39679,"    Direct Submission
  ",bird,American Crow
KX547441,85,West Nile virus,USA,NY,Suffolk county,,passer domesticus,38580,"    Direct Submission
  ",bird,Passeriformes
KX547442,82,West Nile virus,USA,NY,Weschester county,,culex sp.,40421,"    Direct Submission
  ",mosquito,Culex
KX547443,58,West Nile virus,USA,NY,Nassau county,,aedes sp.,41138,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547444,86,West Nile virus,USA,NY,Niagara county,,culex sp.,37474,"    Direct Submission
  ",mosquito,Culex
KX547445,58,West Nile virus,USA,NY,Suffolk county,,culex sp.,41899,"    Direct Submission
  ",mosquito,Culex
KX547446,23,West Nile virus,USA,NY,Wyoming county,,corvus brachyrhynchos,38145,"    Direct Submission
  ",bird,American Crow
KX547447,20,West Nile virus,USA,NY,Suffolk county,,corvus brachyrhynchos,39302,"    Direct Submission
  ",bird,American Crow
KX547448,18,West Nile virus,USA,NY,Cayuga county,,corvus brachyrhynchos,37497,"    Direct Submission
  ",bird,American Crow
KX547449,82,West Nile virus,USA,NY,Suffolk county,,culex sp.,40730,"    Direct Submission
  ",mosquito,Culex
KX547450,50,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,42221,"    Direct Submission
  ",mosquito,Culiseta
KX547451,15,West Nile virus,USA,NY,Monroe county,,corvus brachyrhynchos,38951,"    Direct Submission
  ",bird,American Crow
KX547452,88,West Nile virus,USA,NY,Nassau county,,corvus brachyrhynchos,39308,"    Direct Submission
  ",bird,American Crow
KX547453,20,West Nile virus,USA,NY,Suffolk county,,turdus migratorius,39658,"    Direct Submission
  ",bird,Passeriformes
KX547454,86,West Nile virus,USA,NY,Suffolk county,,culex sp.,38202,"    Direct Submission
  ",mosquito,Culex
KX547455,52,West Nile virus,USA,NY,Nassau county,,culex sp.,37846,"    Direct Submission
  ",mosquito,Culex
KX547456,60,West Nile virus,USA,NY,Chautauqua county,,culex sp.,41121,"    Direct Submission
  ",mosquito,Culex
KX547458,86,West Nile virus,USA,NY,Suffolk county,,cyanocitta cristata,37886,"    Direct Submission
  ",bird,Blue Jay
KX547459,18,West Nile virus,USA,NY,Wyoming county,,corvus brachyrhynchos,37525,"    Direct Submission
  ",bird,American Crow
KX547460,62,West Nile virus,USA,NY,Madison county,,aedes sp.,41492,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547461,85,West Nile virus,USA,NY,Suffolk county,,cardinalis cardinalis,38572,"    Direct Submission
  ",bird,Passeriformes
KX547462,12,West Nile virus,USA,NY,Jefferson county,,corvus brachyrhynchos,38167,"    Direct Submission
  ",bird,American Crow
KX547463,20,West Nile virus,USA,NY,Suffolk county,,culex sp.,40050,"    Direct Submission
  ",mosquito,Culex
KX547464,73,West Nile virus,USA,NY,Weschester county,,culex sp.,40072,"    Direct Submission
  ",mosquito,Culex
KX547465,50,West Nile virus,USA,NY,Weschester county,,culex sp.,41486,"    Direct Submission
  ",mosquito,Culex
KX547467,60,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41529,"    Direct Submission
  ",mosquito,Culiseta
KX547468,18,West Nile virus,USA,NY,Columbia county,,culex sp.,37844,"    Direct Submission
  ",mosquito,Culex
KX547469,83,West Nile virus,USA,NY,Schenectady county,,sciurus carolinensis,37518,"    Direct Submission
  ",other_species,
KX547470,83,West Nile virus,USA,NY,Erie county,,corvus brachyrhynchos,39303,"    Direct Submission
  ",bird,American Crow
KX547471,52,West Nile virus,USA,NY,Erie county,,aedes sp.,38616,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547472,25,West Nile virus,USA,NY,Livingston county,,cyanocitta cristata,38960,"    Direct Submission
  ",bird,Blue Jay
KX547473,62,West Nile virus,USA,NY,Erie county,,culex sp.,41472,"    Direct Submission
  ",mosquito,Culex
KX547474,86,West Nile virus,USA,NY,Albany county,,sciurus carolinensis,37540,"    Direct Submission
  ",other_species,
KX547475,74,West Nile virus,USA,NY,Orleans county,,corvus brachyrhynchos,38935,"    Direct Submission
  ",bird,American Crow
KX547476,20,West Nile virus,USA,NY,Suffolk county,,cyanocitta cristata,39667,"    Direct Submission
  ",bird,Blue Jay
KX547477,50,West Nile virus,USA,NY,Monroe county,,culex sp.,38209,"    Direct Submission
  ",mosquito,Culex
KX547478,97,West Nile virus,USA,NY,Rockland county,,culex sp.,37142,"    Direct Submission
  ",mosquito,Culex
KX547479,85,West Nile virus,USA,NY,Suffolk county,,aedes sp.,38602,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547480,90,West Nile virus,USA,NY,Columbia county,,culex sp.,37886,"    Direct Submission
  ",mosquito,Culex
KX547481,50,West Nile virus,USA,NY,Nassau county,,cyanocitta cristata,38596,"    Direct Submission
  ",bird,Blue Jay
KX547482,50,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41493,"    Direct Submission
  ",mosquito,Culiseta
KX547483,64,West Nile virus,USA,NY,Nassau county,,culex sp.,41823,"    Direct Submission
  ",mosquito,Culex
KX547484,99,West Nile virus,USA,NY,Genesee county,,corvus ossifragus,37530,"    Direct Submission
  ",bird,Passeriformes
KX547485,61,West Nile virus,USA,NY,Rockland county,,culex sp.,41803,"    Direct Submission
  ",mosquito,Culex
KX547486,52,West Nile virus,USA,NY,Erie county,,culex sp.,38608,"    Direct Submission
  ",mosquito,Culex
KX547487,85,West Nile virus,USA,NY,New York county,,corvus brachyrhynchos,38264,"    Direct Submission
  ",bird,American Crow
KX547488,82,West Nile virus,USA,NY,Suffolk county,,culex sp.,40801,"    Direct Submission
  ",mosquito,Culex
KX547489,82,West Nile virus,USA,NY,Richmond county,,corvus brachyrhynchos,38197,"    Direct Submission
  ",bird,American Crow
KX547490,99,West Nile virus,USA,NY,Chemung county,,corvus brachyrhynchos,37505,"    Direct Submission
  ",bird,American Crow
KX547491,50,West Nile virus,USA,NY,Queens county,,corvus brachyrhynchos,39329,"    Direct Submission
  ",bird,American Crow
KX547492,97,West Nile virus,USA,NY,Weschester county,,culex sp.,37525,"    Direct Submission
  ",mosquito,Culex
KX547493,86,West Nile virus,USA,NY,Orange county,,corvus brachyrhynchos,38249,"    Direct Submission
  ",bird,American Crow
KX547494,84,West Nile virus,USA,NY,Schenectady county,,corvus brachyrhynchos,40433,"    Direct Submission
  ",bird,American Crow
KX547495,73,West Nile virus,USA,NY,Weschester county,,culex sp.,40745,"    Direct Submission
  ",mosquito,Culex
KX547496,52,West Nile virus,USA,NY,Niagara county,,corvus brachyrhynchos,39288,"    Direct Submission
  ",bird,American Crow
KX547497,58,West Nile virus,USA,NY,Onondaga county,,culex sp.,41122,"    Direct Submission
  ",mosquito,Culex
KX547498,20,West Nile virus,USA,NY,Erie county,,corvus brachyrhynchos,40065,"    Direct Submission
  ",bird,American Crow
KX547499,83,West Nile virus,USA,NY,Herkimer county,,corvus brachyrhynchos,38182,"    Direct Submission
  ",bird,American Crow
KX547500,82,West Nile virus,USA,NY,Dutchess county,,corvus brachyrhynchos,39317,"    Direct Submission
  ",bird,American Crow
KX547501,85,West Nile virus,USA,NY,Queens county,,corvus brachyrhynchos,38240,"    Direct Submission
  ",bird,American Crow
KX547502,85,West Nile virus,USA,NY,Suffolk county,,culex sp.,38973,"    Direct Submission
  ",mosquito,Culex
KX547503,85,West Nile virus,USA,NY,Erie county,,culex sp.,37482,"    Direct Submission
  ",mosquito,Culex
KX547504,88,West Nile virus,USA,NY,Rockland county,,culex sp.,39710,"    Direct Submission
  ",mosquito,Culex
KX547505,20,West Nile virus,USA,NY,Warren county,,culex sp.,37525,"    Direct Submission
  ",mosquito,Culex
KX547506,20,West Nile virus,USA,NY,Lewis county,,corvus brachyrhynchos,37489,"    Direct Submission
  ",bird,American Crow
KX547507,83,West Nile virus,USA,NY,Onondaga county,,coquillettidia sp.,40766,"    Direct Submission
  ",mosquito,Psorophora and Coquillettidia
KX547508,18,West Nile virus,USA,NY,Lewis county,,corvus brachyrhynchos,38600,"    Direct Submission
  ",bird,American Crow
KX547509,99,West Nile virus,USA,NY,Weschester county,,culex sp.,37481,"    Direct Submission
  ",mosquito,Culex
KX547510,1,West Nile virus,USA,NY,Nassau county,,culex sp.,39339,"    Direct Submission
  ",mosquito,Culex
KX547511,85,West Nile virus,USA,NY,Erie county,,accipiter gentilis,38950,"    Direct Submission
  ",bird,Accipitriformes
KX547512,20,West Nile virus,USA,NY,Chautauqua county,,corvus brachyrhynchos,38586,"    Direct Submission
  ",bird,American Crow
KX547513,53,West Nile virus,USA,NY,Suffolk county,,culex sp.,38609,"    Direct Submission
  ",mosquito,Culex
KX547514,59,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41529,"    Direct Submission
  ",mosquito,Culiseta
KX547515,50,West Nile virus,USA,NY,Schenectady county,,corvus brachyrhynchos,40058,"    Direct Submission
  ",bird,American Crow
KX547517,84,West Nile virus,USA,NY,Ulster county,,corvus brachyrhynchos,40060,"    Direct Submission
  ",bird,American Crow
KX547518,84,West Nile virus,USA,NY,Columbia county,,corvus brachyrhynchos,40056,"    Direct Submission
  ",bird,American Crow
KX547519,97,West Nile virus,USA,NY,Weschester county,,culex sp.,36770,"    Direct Submission
  ",mosquito,Culex
KX547520,50,West Nile virus,USA,NY,Weschester county,,culex sp.,41163,"    Direct Submission
  ",mosquito,Culex
KX547521,52,West Nile virus,USA,NY,Schuyler county,,corvus brachyrhynchos,38582,"    Direct Submission
  ",bird,American Crow
KX547522,46,West Nile virus,USA,NY,Nassau county,,corvus ossifragus,40035,"    Direct Submission
  ",bird,Passeriformes
KX547523,25,West Nile virus,USA,NY,Albany county,,corvus brachyrhynchos,38549,"    Direct Submission
  ",bird,American Crow
KX547524,60,West Nile virus,USA,NY,Weschester county,,culex sp.,41507,"    Direct Submission
  ",mosquito,Culex
KX547525,18,West Nile virus,USA,NY,Montgomery county,,corvus brachyrhynchos,37501,"    Direct Submission
  ",bird,American Crow
KX547526,50,West Nile virus,USA,NY,Nassau county,,culex sp.,37869,"    Direct Submission
  ",mosquito,Culex
KX547527,86,West Nile virus,USA,NY,Schenectady county,,equus caballus,37532,"    Direct Submission
  ",other_species,
KX547528,14,West Nile virus,USA,NY,Queens county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird,Blue Jay
KX547529,82,West Nile virus,USA,NY,Onondaga county,,culex sp.,40779,"    Direct Submission
  ",mosquito,Culex
KX547530,20,West Nile virus,USA,NY,Dutchess county,,passer domesticus,38625,"    Direct Submission
  ",bird,Passeriformes
KX547531,50,West Nile virus,USA,NY,Erie county,,culex sp.,37846,"    Direct Submission
  ",mosquito,Culex
KX547532,85,West Nile virus,USA,NY,Suffolk county,,cyanocitta cristata,38565,"    Direct Submission
  ",bird,Blue Jay
KX547533,18,West Nile virus,USA,NY,Cattaraugus county,,corvus brachyrhynchos,38127,"    Direct Submission
  ",bird,American Crow
KX547535,82,West Nile virus,USA,NY,Schenectady county,,cyanocitta cristata,39331,"    Direct Submission
  ",bird,Blue Jay
KX547536,83,West Nile virus,USA,NY,Chautauqua county,,corvus brachyrhynchos,38139,"    Direct Submission
  ",bird,American Crow
KX547537,71,West Nile virus,USA,NY,Suffolk county,,culex sp.,40813,"    Direct Submission
  ",mosquito,Culex
KX547538,99,West Nile virus,USA,NY,Nassau county,,culex sp.,37118,"    Direct Submission
  ",mosquito,Culex
KX547540,83,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41179,"    Direct Submission
  ",mosquito,Culiseta
KX547541,20,West Nile virus,USA,NY,Nassau county,,culex sp.,40053,"    Direct Submission
  ",mosquito,Culex
KX547542,90,West Nile virus,USA,NY,Erie county,,corvus brachyrhynchos,38145,"    Direct Submission
  ",bird,American Crow
KX547543,82,West Nile virus,USA,NY,Weschester county,,culex sp.,39330,"    Direct Submission
  ",mosquito,Culex
KX547544,12,West Nile virus,USA,NY,Onondaga county,,accipiter striatus,40051,"    Direct Submission
  ",bird,Accipitriformes
KX547545,18,West Nile virus,USA,NY,Monroe county,,corvus brachyrhynchos,39353,"    Direct Submission
  ",bird,American Crow
KX547546,25,West Nile virus,USA,NY,Otsego county,,corvus brachyrhynchos,38979,"    Direct Submission
  ",bird,American Crow
KX547547,64,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41144,"    Direct Submission
  ",mosquito,Culiseta
KX547548,60,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41884,"    Direct Submission
  ",mosquito,Culiseta
KX547549,20,West Nile virus,USA,NY,Cortland county,,corvus brachyrhynchos,37896,"    Direct Submission
  ",bird,American Crow
KX547550,20,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,37868,"    Direct Submission
  ",mosquito,Culiseta
KX547551,60,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41550,"    Direct Submission
  ",mosquito,Culiseta
KX547552,15,West Nile virus,USA,NY,Kings county,,cyanocitta cristata,40437,"    Direct Submission
  ",bird,Blue Jay
KX547553,52,West Nile virus,USA,NY,Jefferson county,,cyanocitta cristata,38976,"    Direct Submission
  ",bird,Blue Jay
KX547554,99,West Nile virus,USA,NY,Bronx county,,turdus migratorius,37511,"    Direct Submission
  ",bird,Passeriformes
KX547555,50,West Nile virus,USA,NY,Orange county,,culex sp.,41107,"    Direct Submission
  ",mosquito,Culex
KX547556,59,West Nile virus,USA,NY,Oswego county,,culiseta sp.,41158,"    Direct Submission
  ",mosquito,Culiseta
KX547557,69,West Nile virus,USA,NY,Suffolk county,,cyanocitta cristata,40078,"    Direct Submission
  ",bird,Blue Jay
KX547558,88,West Nile virus,USA,NY,Nassau county,,culex sp.,39695,"    Direct Submission
  ",mosquito,Culex
KX547559,58,West Nile virus,USA,NY,Nassau county,,culex sp.,41163,"    Direct Submission
  ",mosquito,Culex
KX547560,18,West Nile virus,USA,NY,Suffolk county,,carduelis tristis,38612,"    Direct Submission
  ",bird,Passeriformes
KX547561,18,West Nile virus,USA,NY,Suffolk county,,corvus brachyrhynchos,40057,"    Direct Submission
  ",bird,American Crow
KX547562,73,West Nile virus,USA,NY,Erie county,,culex sp.,40386,"    Direct Submission
  ",mosquito,Culex
KX547564,97,West Nile virus,USA,NY,Suffolk county,,corvus brachyrhynchos,37487,"    Direct Submission
  ",bird,American Crow
KX547565,61,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,41541,"    Direct Submission
  ",mosquito,Culiseta
KX547566,82,West Nile virus,USA,NY,Onondaga county,,culex sp.,37461,"    Direct Submission
  ",mosquito,Culex
KX547567,18,West Nile virus,USA,NY,Cortland county,,corvus brachyrhynchos,38955,"    Direct Submission
  ",bird,American Crow
KX547568,20,West Nile virus,USA,NY,Albany county,,corvus brachyrhynchos,40410,"    Direct Submission
  ",bird,American Crow
KX547569,25,West Nile virus,USA,NY,Chautauqua county,,corvus brachyrhynchos,38938,"    Direct Submission
  ",bird,American Crow
KX547570,83,West Nile virus,USA,NY,Rockland county,,cyanocitta cristata,38597,"    Direct Submission
  ",bird,Blue Jay
KX547573,18,West Nile virus,USA,NY,Niagara county,,culex sp.,37837,"    Direct Submission
  ",mosquito,Culex
KX547574,73,West Nile virus,USA,NY,Suffolk county,,culex sp.,41100,"    Direct Submission
  ",mosquito,Culex
KX547575,58,West Nile virus,USA,NY,Suffolk county,,culex sp.,41080,"    Direct Submission
  ",mosquito,Culex
KX547576,64,West Nile virus,USA,NY,Onondaga county,,culiseta sp.,40823,"    Direct Submission
  ",mosquito,Culiseta
KX547577,84,West Nile virus,USA,NY,Herkimer county,,corvus brachyrhynchos,38182,"    Direct Submission
  ",bird,American Crow
KX547578,25,West Nile virus,USA,NY,Queens county,,cyanocitta cristata,38643,"    Direct Submission
  ",bird,Blue Jay
KX547579,59,West Nile virus,USA,NY,Nassau county,,aedes sp.,41110,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547580,18,West Nile virus,USA,NY,Niagara county,,corvus brachyrhynchos,39673,"    Direct Submission
  ",bird,American Crow
KX547581,83,West Nile virus,USA,NY,Putnam county,,culex sp.,37831,"    Direct Submission
  ",mosquito,Culex
KX547582,50,West Nile virus,USA,NY,Rockland county,,culex sp.,40361,"    Direct Submission
  ",mosquito,Culex
KX547583,90,West Nile virus,USA,NY,Suffolk county,,corvus brachyrhynchos,38142,"    Direct Submission
  ",bird,American Crow
KX547584,97,West Nile virus,USA,NY,Chemung county,,corvus brachyrhynchos,37505,"    Direct Submission
  ",bird,American Crow
KX547585,15,West Nile virus,USA,NY,Albany county,,corvus brachyrhynchos,40058,"    Direct Submission
  ",bird,American Crow
KX547586,21,West Nile virus,USA,NY,Dutchess county,,culex sp.,37518,"    Direct Submission
  ",mosquito,Culex
KX547587,86,West Nile virus,USA,NY,Suffolk county,,turdus migratorius,38932,"    Direct Submission
  ",bird,Passeriformes
KX547588,20,West Nile virus,USA,NY,Kings county,,turdus migratorius,38226,"    Direct Submission
  ",bird,Passeriformes
KX547589,50,West Nile virus,USA,NY,Queens county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird,Blue Jay
KX547590,52,West Nile virus,USA,NY,Queens county,,carpodacus mexicanus,38239,"    Direct Submission
  ",bird,Passeriformes
KX547591,83,West Nile virus,USA,NY,Rockland county,,cyanocitta cristata,38232,"    Direct Submission
  ",bird,Blue Jay
KX547592,18,West Nile virus,USA,NY,Albany county,,culex sp.,37855,"    Direct Submission
  ",mosquito,Culex
KX547593,18,West Nile virus,USA,NY,,,cyanocitta cristata,37892,"    Direct Submission
  ",bird,Blue Jay
KX547594,83,West Nile virus,USA,NY,Weschester county,,aedes sp.,41486,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547596,19,West Nile virus,USA,NY,Suffolk county,,quiscalus quiscula,38575,"    Direct Submission
  ",bird,Passeriformes
KX547597,52,West Nile virus,USA,NY,Richmond county,,cyanocitta cristata,38244,"    Direct Submission
  ",bird,Blue Jay
KX547598,73,West Nile virus,USA,NY,Dutchess county,,corvus brachyrhynchos,40059,"    Direct Submission
  ",bird,American Crow
KX547599,23,West Nile virus,USA,NY,Weschester county,,culex sp.,38624,"    Direct Submission
  ",mosquito,Culex
KX547600,83,West Nile virus,USA,NY,Rensselaer county,,corvus brachyrhynchos,40434,"    Direct Submission
  ",bird,American Crow
KX547601,88,West Nile virus,USA,NY,Nassau county,,aedes sp.,40399,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
KX547602,97,West Nile virus,USA,NY,Weschester county,,culex sp.,36770,"    Direct Submission
  ",mosquito,Culex
KX547603,18,West Nile virus,USA,NY,Saratoga county,,corvus brachyrhynchos,37519,"    Direct Submission
  ",bird,American Crow
KX547604,62,West Nile virus,USA,NY,Erie county,,culex sp.,41514,"    Direct Submission
  ",mosquito,Culex
KX547605,18,West Nile virus,USA,NY,Lewis county,,corvus brachyrhynchos,38179,"    Direct Submission
  ",bird,American Crow
KX547606,24,West Nile virus,USA,NY,Rockland county,,culex sp.,39661,"    Direct Submission
  ",mosquito,Culex
KX547607,73,West Nile virus,USA,NY,Erie county,,culex sp.,38957,"    Direct Submission
  ",mosquito,Culex
KX547608,25,West Nile virus,USA,NY,Erie county,,culex sp.,40050,"    Direct Submission
  ",mosquito,Culex
KX547609,20,West Nile virus,USA,NY,Albany county,,sciurus carolinensis,37889,"    Direct Submission
  ",other_species,
KX547610,50,West Nile virus,USA,NY,Monroe county,,culex sp.,38209,"    Direct Submission
  ",mosquito,Culex
KX547611,20,West Nile virus,USA,NY,Columbia county,,corvus brachyrhynchos,40052,"    Direct Submission
  ",bird,American Crow
KX547612,50,West Nile virus,USA,NY,Suffolk county,,culex sp.,41142,"    Direct Submission
  ",mosquito,Culex
